ID,ROW_ID,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,STORAGE_LOCATION,MATERIAL_NUMBER,MATERIAL_DESCRIPTION,MATERIAL_TYPE,MATERIAL_CODE,MATERIAL_SIZE,MATERIAL_LABEL,INVENTORY_OPENING_BALANCE,UNIT
.1~108,108,01,05,01/05,1,5,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,18000.000,KG
.1~856,856,02,19,02/19,8,39,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,16500.700,KG
.1~306,306,01,14,01/14,3,14,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,17616.800,KG
.1~658,658,02,10,02/10,6,30,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,3450.000,KG
.1~328,328,01,15,01/15,3,15,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,16366.800,KG
.1~636,636,02,09,02/09,6,29,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,3450.000,KG
.1~350,350,01,16,01/16,4,16,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,13575.450,KG
.1~614,614,02,08,02/08,6,28,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,3450.000,KG
.1~372,372,01,17,01/17,4,17,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,15150.000,KG
.1~592,592,02,07,02/07,6,27,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,3600.500,KG
.1~394,394,01,18,01/18,4,18,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,15150.000,KG
.1~570,570,02,06,02/06,6,26,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,6100.500,KG
.1~416,416,01,19,01/19,4,19,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,15150.000,KG
.1~548,548,02,05,02/05,5,25,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,9251.400,KG
.1~438,438,01,20,01/20,4,20,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,15150.000,KG
.1~900,900,03,01,03/01,9,41,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,12600.000,KG
.1~526,526,02,04,02/04,5,24,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,15150.000,KG
.1~460,460,02,01,02/01,5,21,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,15150.000,KG
.1~944,944,03,03,03/03,9,43,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,1602.300,KG
.1~482,482,02,02,02/02,5,22,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,15150.000,KG
.1~504,504,02,03,02/03,5,23,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,15150.000,KG
.1~42,42,01,02,01/02,1,2,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,0.000,KG
.1~812,812,02,17,02/17,8,37,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,17400.000,KG
.1~152,152,01,07,01/07,2,7,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,18000.000,KG
.1~790,790,02,16,02/16,8,36,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,17400.000,KG
.1~174,174,01,08,01/08,2,8,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,15750.100,KG
.1~768,768,02,15,02/15,7,35,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,19800.000,KG
.1~196,196,01,09,01/09,2,9,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,11000.400,KG
.1~218,218,01,10,01/10,2,10,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,6000.000,KG
.1~922,922,03,02,03/02,9,42,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,9102.300,KG
.1~746,746,02,14,02/14,7,34,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,20850.000,KG
.1~878,878,02,20,02/20,8,40,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,14000.700,KG
.1~240,240,01,11,01/11,3,11,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,6000.000,KG
.1~724,724,02,13,02/13,7,33,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,3450.000,KG
.1~262,262,01,12,01/12,3,12,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,17700.000,KG
.1~702,702,02,12,02/12,7,32,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,3450.000,KG
.1~284,284,01,13,01/13,3,13,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,17700.000,KG
.1~64,64,01,03,01/03,1,3,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,12000.000,KG
.1~20,20,01,01,01/01,1,1,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,0.000,KG
.1~680,680,02,11,02/11,7,31,88,AA-R04,Raisins,Raw materials,R04,"",Raisins,3450.000,KG
.1~38,38,01,02,01/02,1,2,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,0,ST
.1~126,126,01,06,01/06,2,6,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,180000,ST
.1~280,280,01,13,01/13,3,13,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,139169,ST
.1~82,82,01,04,01/04,1,4,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,0,ST
.1~676,676,02,11,02/11,7,31,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,63006,ST
.1~236,236,01,11,01/11,3,11,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,180000,ST
.1~698,698,02,12,02/12,7,32,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,42173,ST
.1~258,258,01,12,01/12,3,12,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,160002,ST
.1~500,500,02,03,02/03,5,23,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,133000,ST
.1~720,720,02,13,02/13,7,33,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,37000,ST
.1~302,302,01,14,01/14,3,14,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,118336,ST
.1~390,390,01,18,01/18,4,18,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,30000,ST
.1~764,764,02,15,02/15,7,35,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,16000,ST
.1~588,588,02,07,02/07,6,27,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,133000,ST
.1~874,874,02,20,02/20,8,40,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,0,ST
.1~192,192,01,09,01/09,2,9,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,180000,ST
.1~896,896,03,01,03/01,9,41,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,0,ST
.1~412,412,01,19,01/19,4,19,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,5837,ST
.1~852,852,02,19,02/19,8,39,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,0,ST
.1~566,566,02,06,02/06,6,26,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,133000,ST
.1~940,940,03,03,03/03,9,43,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,0,ST
.1~148,148,01,07,01/07,2,7,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,180000,ST
.1~434,434,01,20,01/20,4,20,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,133000,ST
.1~786,786,02,16,02/16,8,36,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,0,ST
.1~918,918,03,02,03/02,9,42,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,0,ST
.1~170,170,01,08,01/08,2,8,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,180000,ST
.1~544,544,02,05,02/05,5,25,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,133000,ST
.1~478,478,02,02,02/02,5,22,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,133000,ST
.1~456,456,02,01,02/01,5,21,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,133000,ST
.1~808,808,02,17,02/17,8,37,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,0,ST
.1~522,522,02,04,02/04,5,24,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,133000,ST
.1~16,16,01,01,01/01,1,1,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,0,ST
.1~60,60,01,03,01/03,1,3,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,0,ST
.1~830,830,02,18,02/18,8,38,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,0,ST
.1~742,742,02,14,02/14,7,34,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,37000,ST
.1~324,324,01,15,01/15,3,15,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,93336,ST
.1~632,632,02,09,02/09,6,29,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,108839,ST
.1~346,346,01,16,01/16,4,16,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,72503,ST
.1~214,214,01,10,01/10,2,10,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,180000,ST
.1~104,104,01,05,01/05,1,5,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,180000,ST
.1~654,654,02,10,02/10,6,30,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,88006,ST
.1~610,610,02,08,02/08,6,28,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,133000,ST
.1~368,368,01,17,01/17,4,17,88,AA-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,51670,ST
.1~15,15,01,01,01/01,1,1,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,0,ST
.1~37,37,01,02,01/02,1,2,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,0,ST
.1~59,59,01,03,01/03,1,3,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,0,ST
.1~653,653,02,10,02/10,6,30,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,88006,ST
.1~829,829,02,18,02/18,8,38,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,0,ST
.1~81,81,01,04,01/04,1,4,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,0,ST
.1~301,301,01,14,01/14,3,14,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,118336,ST
.1~323,323,01,15,01/15,3,15,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,93336,ST
.1~521,521,02,04,02/04,5,24,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,133000,ST
.1~213,213,01,10,01/10,2,10,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,180000,ST
.1~631,631,02,09,02/09,6,29,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,108839,ST
.1~741,741,02,14,02/14,7,34,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,37000,ST
.1~235,235,01,11,01/11,3,11,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,180000,ST
.1~103,103,01,05,01/05,1,5,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,180000,ST
.1~345,345,01,16,01/16,4,16,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,72503,ST
.1~785,785,02,16,02/16,8,36,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,0,ST
.1~433,433,01,20,01/20,4,20,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,133000,ST
.1~279,279,01,13,01/13,3,13,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,139169,ST
.1~257,257,01,12,01/12,3,12,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,160002,ST
.1~873,873,02,20,02/20,8,40,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,0,ST
.1~697,697,02,12,02/12,7,32,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,42173,ST
.1~565,565,02,06,02/06,6,26,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,133000,ST
.1~169,169,01,08,01/08,2,8,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,180000,ST
.1~147,147,01,07,01/07,2,7,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,180000,ST
.1~939,939,03,03,03/03,9,43,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,0,ST
.1~191,191,01,09,01/09,2,9,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,180000,ST
.1~543,543,02,05,02/05,5,25,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,133000,ST
.1~411,411,01,19,01/19,4,19,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,5837,ST
.1~851,851,02,19,02/19,8,39,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,0,ST
.1~499,499,02,03,02/03,5,23,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,133000,ST
.1~587,587,02,07,02/07,6,27,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,133000,ST
.1~367,367,01,17,01/17,4,17,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,51670,ST
.1~125,125,01,06,01/06,2,6,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,180000,ST
.1~895,895,03,01,03/01,9,41,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,0,ST
.1~917,917,03,02,03/02,9,42,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,0,ST
.1~719,719,02,13,02/13,7,33,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,37000,ST
.1~389,389,01,18,01/18,4,18,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,30000,ST
.1~477,477,02,02,02/02,5,22,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,133000,ST
.1~455,455,02,01,02/01,5,21,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,133000,ST
.1~763,763,02,15,02/15,7,35,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,16000,ST
.1~807,807,02,17,02/17,8,37,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,0,ST
.1~609,609,02,08,02/08,6,28,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,133000,ST
.1~675,675,02,11,02/11,7,31,88,AA-P03,Small Box (500g),Raw materials,P03,500g,Small Box,63006,ST
.1~129,129,01,06,01/06,2,6,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,18000.000,KG
.1~151,151,01,07,01/07,2,7,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,18000.000,KG
.1~503,503,02,03,02/03,5,23,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,19350.000,KG
.1~481,481,02,02,02/02,5,22,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,19350.000,KG
.1~899,899,03,01,03/01,9,41,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,2752.200,KG
.1~855,855,02,19,02/19,8,39,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,8700.700,KG
.1~41,41,01,02,01/02,1,2,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,0.000,KG
.1~459,459,02,01,02/01,5,21,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,19350.000,KG
.1~943,943,03,03,03/03,9,43,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,0.000,KG
.1~811,811,02,17,02/17,8,37,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,9600.000,KG
.1~547,547,02,05,02/05,5,25,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,19350.000,KG
.1~437,437,01,20,01/20,4,20,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,19350.000,KG
.1~525,525,02,04,02/04,5,24,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,19350.000,KG
.1~85,85,01,04,01/04,1,4,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,12000.000,KG
.1~701,701,02,12,02/12,7,32,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,13525.950,KG
.1~261,261,01,12,01/12,3,12,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,10200.000,KG
.1~283,283,01,13,01/13,3,13,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,10200.000,KG
.1~19,19,01,01,01/01,1,1,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,0.000,KG
.1~63,63,01,03,01/03,1,3,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,12000.000,KG
.1~679,679,02,11,02/11,7,31,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,15150.000,KG
.1~723,723,02,13,02/13,7,33,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,8052.000,KG
.1~305,305,01,14,01/14,3,14,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,10116.800,KG
.1~833,833,02,18,02/18,8,38,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,9600.000,KG
.1~239,239,01,11,01/11,3,11,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,6250.500,KG
.1~657,657,02,10,02/10,6,30,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,15150.000,KG
.1~877,877,02,20,02/20,8,40,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,6200.700,KG
.1~327,327,01,15,01/15,3,15,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,8866.800,KG
.1~107,107,01,05,01/05,1,5,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,18000.000,KG
.1~745,745,02,14,02/14,7,34,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,10650.000,KG
.1~635,635,02,09,02/09,6,29,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,15150.000,KG
.1~217,217,01,10,01/10,2,10,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,13750.500,KG
.1~349,349,01,16,01/16,4,16,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,8700.000,KG
.1~613,613,02,08,02/08,6,28,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,15150.000,KG
.1~789,789,02,16,02/16,8,36,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,9600.000,KG
.1~921,921,03,02,03/02,9,42,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,0.000,KG
.1~371,371,01,17,01/17,4,17,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,23850.000,KG
.1~173,173,01,08,01/08,2,8,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,15750.100,KG
.1~415,415,01,19,01/19,4,19,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,20225.550,KG
.1~591,591,02,07,02/07,6,27,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,15300.500,KG
.1~767,767,02,15,02/15,7,35,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,9600.000,KG
.1~195,195,01,09,01/09,2,9,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,15000.000,KG
.1~393,393,01,18,01/18,4,18,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,23850.000,KG
.1~569,569,02,06,02/06,6,26,88,AA-R03,Strawberries,Raw materials,R03,"",Strawberries,17800.500,KG
.1~879,879,02,20,02/20,8,40,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,32902.100,KG
.1~901,901,03,01,03/01,9,41,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,26310.900,KG
.1~65,65,01,03,01/03,1,3,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,66000.000,KG
.1~43,43,01,02,01/02,1,2,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,0.000,KG
.1~285,285,01,13,01/13,3,13,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,92004.575,KG
.1~681,681,02,11,02/11,7,31,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,24151.050,KG
.1~307,307,01,14,01/14,3,14,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,88400.400,KG
.1~659,659,02,10,02/10,6,30,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,28526.050,KG
.1~329,329,01,15,01/15,3,15,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,84650.400,KG
.1~637,637,02,09,02/09,6,29,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,32171.825,KG
.1~351,351,01,16,01/16,4,16,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,81088.025,KG
.1~615,615,02,08,02/08,6,28,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,36400.000,KG
.1~373,373,01,17,01/17,4,17,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,113217.500,KG
.1~593,593,02,07,02/07,6,27,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,42451.500,KG
.1~395,395,01,18,01/18,4,18,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,107800.000,KG
.1~571,571,02,06,02/06,6,26,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,49951.500,KG
.1~417,417,01,19,01/19,4,19,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,103571.475,KG
.1~549,549,02,05,02/05,5,25,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,56468.300,KG
.1~439,439,01,20,01/20,4,20,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,97301.400,KG
.1~527,527,02,04,02/04,5,24,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,63759.850,KG
.1~461,461,02,01,02/01,5,21,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,88551.400,KG
.1~945,945,03,03,03/03,9,43,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,10269.350,KG
.1~505,505,02,03,02/03,5,23,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,72509.850,KG
.1~483,483,02,02,02/02,5,22,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,80150.000,KG
.1~87,87,01,04,01/04,1,4,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,57250.000,KG
.1~857,857,02,19,02/19,8,39,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,40402.100,KG
.1~109,109,01,05,01/05,1,5,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,82958.450,KG
.1~835,835,02,18,02/18,8,38,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,47244.000,KG
.1~131,131,01,06,01/06,2,6,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,74667.000,KG
.1~813,813,02,17,02/17,8,37,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,55994.000,KG
.1~153,153,01,07,01/07,2,7,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,63000.000,KG
.1~791,791,02,16,02/16,8,36,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,64744.000,KG
.1~175,175,01,08,01/08,2,8,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,56250.300,KG
.1~769,769,02,15,02/15,7,35,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,68300.000,KG
.1~197,197,01,09,01/09,2,9,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,49333.800,KG
.1~747,747,02,14,02/14,7,34,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,71450.000,KG
.1~219,219,01,10,01/10,2,10,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,42042.250,KG
.1~923,923,03,02,03/02,9,42,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,19019.350,KG
.1~241,241,01,11,01/11,3,11,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,33292.250,KG
.1~725,725,02,13,02/13,7,33,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,14119.000,KG
.1~263,263,01,12,01/12,3,12,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,95650.350,KG
.1~21,21,01,01,01/01,1,1,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,0.000,KG
.1~703,703,02,12,02/12,7,32,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,20505.275,KG
.1~804,804,02,17,02/17,8,37,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,26115,ST
.1~936,936,03,03,03/03,9,43,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,56673,ST
.1~496,496,02,03,02/03,5,23,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,0,ST
.1~716,716,02,13,02/13,7,33,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,31387,ST
.1~870,870,02,20,02/20,8,40,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,53151,ST
.1~562,562,02,06,02/06,6,26,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,15495,ST
.1~760,760,02,15,02/15,7,35,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,31387,ST
.1~694,694,02,12,02/12,7,32,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,31387,ST
.1~584,584,02,07,02/07,6,27,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,34957,ST
.1~892,892,03,01,03/01,9,41,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,64180,ST
.1~848,848,02,19,02/19,8,39,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,28669,ST
.1~540,540,02,05,02/05,5,25,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,0,ST
.1~672,672,02,11,02/11,7,31,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,31894,ST
.1~738,738,02,14,02/14,7,34,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,31387,ST
.1~606,606,02,08,02/08,6,28,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,33035,ST
.1~782,782,02,16,02/16,8,36,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,28433,ST
.1~914,914,03,02,03/02,9,42,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,59266,ST
.1~518,518,02,04,02/04,5,24,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,0,ST
.1~826,826,02,18,02/18,8,38,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,20351,ST
.1~628,628,02,09,02/09,6,29,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,32491,ST
.1~650,650,02,10,02/10,6,30,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,31894,ST
