ID,ROW_ID,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,STORAGE_LOCATION,MATERIAL_NUMBER,MATERIAL_DESCRIPTION,MATERIAL_TYPE,MATERIAL_CODE,MATERIAL_SIZE,MATERIAL_LABEL,INVENTORY_OPENING_BALANCE,UNIT
.1~596,596,02,08,02/08,6,28,02,AA-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,0,ST
.1~640,640,02,10,02/10,6,30,02,AA-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,4994,ST
.1~398,398,01,19,01/19,4,19,02,AA-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,22944,ST
.1~134,134,01,07,01/07,2,7,02,AA-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,0,ST
.1~354,354,01,17,01/17,4,17,02,AA-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,26810,ST
.1~90,90,01,05,01/05,1,5,02,AA-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,0,ST
.1~2,2,01,01,01/01,1,1,02,AA-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,0,ST
.1~728,728,02,14,02/14,7,34,02,AA-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,38860,ST
.1~244,244,01,12,01/12,3,12,02,AA-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,0,ST
.1~486,486,02,03,02/03,5,23,02,AA-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,16281,ST
.1~508,508,02,04,02/04,5,24,02,AA-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,13035,ST
.1~222,222,01,11,01/11,3,11,02,AA-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,0,ST
.1~750,750,02,15,02/15,7,35,02,AA-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,38453,ST
.1~706,706,02,13,02/13,7,33,02,AA-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,38860,ST
.1~926,926,03,03,03/03,9,43,02,AA-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,5162,ST
.1~24,24,01,02,01/02,1,2,02,AA-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,0,ST
.1~266,266,01,13,01/13,3,13,02,AA-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,10831,ST
.1~200,200,01,10,01/10,2,10,02,AA-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,0,ST
.1~464,464,02,02,02/02,5,22,02,AA-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,20474,ST
.1~530,530,02,05,02/05,5,25,02,AA-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,7590,ST
.1~772,772,02,16,02/16,8,36,02,AA-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,33183,ST
.1~310,310,01,15,01/15,3,15,02,AA-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,27321,ST
.1~794,794,02,17,02/17,8,37,02,AA-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,29786,ST
.1~904,904,03,02,03/02,9,42,02,AA-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,11531,ST
.1~552,552,02,06,02/06,6,26,02,AA-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,2328,ST
.1~442,442,02,01,02/01,5,21,02,AA-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,22301,ST
.1~178,178,01,09,01/09,2,9,02,AA-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,0,ST
.1~46,46,01,03,01/03,1,3,02,AA-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,0,ST
.1~684,684,02,12,02/12,7,32,02,AA-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,38860,ST
.1~288,288,01,14,01/14,3,14,02,AA-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,27756,ST
.1~534,534,02,05,02/05,5,25,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,16434,ST
.1~644,644,02,10,02/10,6,30,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,5123,ST
.1~380,380,01,18,01/18,4,18,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,25269,ST
.1~490,490,02,03,02/03,5,23,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,21935,ST
.1~314,314,01,15,01/15,3,15,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,26323,ST
.1~446,446,02,01,02/01,5,21,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,24037,ST
.1~424,424,01,20,01/20,4,20,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,24037,ST
.1~248,248,01,12,01/12,3,12,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,0,ST
.1~710,710,02,13,02/13,7,33,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,5123,ST
.1~556,556,02,06,02/06,6,26,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,15375,ST
.1~600,600,02,08,02/08,6,28,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,8933,ST
.1~622,622,02,09,02/09,6,29,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,5123,ST
.1~688,688,02,12,02/12,7,32,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,5123,ST
.1~358,358,01,17,01/17,4,17,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,27442,ST
.1~270,270,01,13,01/13,3,13,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,0,ST
.1~512,512,02,04,02/04,5,24,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,18359,ST
.1~468,468,02,02,02/02,5,22,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,23168,ST
.1~402,402,01,19,01/19,4,19,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,24465,ST
.1~336,336,01,16,01/16,4,16,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,27442,ST
.1~292,292,01,14,01/14,3,14,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,1664,ST
.1~578,578,02,07,02/07,6,27,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,12296,ST
.1~666,666,02,11,02/11,7,31,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,5123,ST
.1~226,226,01,11,01/11,3,11,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,0,ST
.1~754,754,02,15,02/15,7,35,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,26123,ST
.1~908,908,03,02,03/02,9,42,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,13902,ST
.1~50,50,01,03,01/03,1,3,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,0,ST
.1~886,886,03,01,03/01,9,41,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,16387,ST
.1~72,72,01,04,01/04,1,4,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,0,ST
.1~204,204,01,10,01/10,2,10,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,0,ST
.1~776,776,02,16,02/16,8,36,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,23875,ST
.1~864,864,02,20,02/20,8,40,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,19288,ST
.1~94,94,01,05,01/05,1,5,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,0,ST
.1~842,842,02,19,02/19,8,39,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,19968,ST
.1~182,182,01,09,01/09,2,9,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,0,ST
.1~116,116,01,06,01/06,2,6,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,0,ST
.1~798,798,02,17,02/17,8,37,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,21228,ST
.1~138,138,01,07,01/07,2,7,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,0,ST
.1~820,820,02,18,02/18,8,38,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,20762,ST
.1~160,160,01,08,01/08,2,8,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,0,ST
.1~6,6,01,01,01/01,1,1,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,0,ST
.1~930,930,03,03,03/03,9,43,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,9388,ST
.1~28,28,01,02,01/02,1,2,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,0,ST
.1~732,732,02,14,02/14,7,34,02,AA-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,5123,ST
.1~89,89,01,05,01/05,1,5,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,0,ST
.1~353,353,01,17,01/17,4,17,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,24848,ST
.1~133,133,01,07,01/07,2,7,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,0,ST
.1~199,199,01,10,01/10,2,10,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,0,ST
.1~463,463,02,02,02/02,5,22,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,18602,ST
.1~529,529,02,05,02/05,5,25,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,11334,ST
.1~925,925,03,03,03/03,9,43,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,18137,ST
.1~639,639,02,10,02/10,6,30,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,38825,ST
.1~771,771,02,16,02/16,8,36,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,32326,ST
.1~881,881,03,01,03/01,9,41,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,23743,ST
.1~287,287,01,14,01/14,3,14,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,27019,ST
.1~815,815,02,18,02/18,8,38,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,28605,ST
.1~683,683,02,12,02/12,7,32,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,37175,ST
.1~45,45,01,03,01/03,1,3,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,0,ST
.1~573,573,02,07,02/07,6,27,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,6226,ST
.1~419,419,01,20,01/20,4,20,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,21962,ST
.1~177,177,01,09,01/09,2,9,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,0,ST
.1~309,309,01,15,01/15,3,15,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,25395,ST
.1~331,331,01,16,01/16,4,16,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,25395,ST
.1~441,441,02,01,02/01,5,21,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,20602,ST
.1~551,551,02,06,02/06,6,26,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,6644,ST
.1~155,155,01,08,01/08,2,8,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,0,ST
.1~903,903,03,02,03/02,9,42,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,22256,ST
.1~793,793,02,17,02/17,8,37,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,30602,ST
.1~67,67,01,04,01/04,1,4,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,0,ST
.1~661,661,02,11,02/11,7,31,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,38387,ST
.1~617,617,02,09,02/09,6,29,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,24161,ST
.1~243,243,01,12,01/12,3,12,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,19998,ST
.1~221,221,01,11,01/11,3,11,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,0,ST
.1~749,749,02,15,02/15,7,35,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,35639,ST
.1~727,727,02,14,02/14,7,34,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,37175,ST
.1~507,507,02,04,02/04,5,24,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,14611,ST
.1~111,111,01,06,01/06,2,6,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,0,ST
.1~595,595,02,08,02/08,6,28,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,2434,ST
.1~375,375,01,18,01/18,4,18,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,23461,ST
.1~397,397,01,19,01/19,4,19,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,22334,ST
.1~485,485,02,03,02/03,5,23,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,17463,ST
.1~705,705,02,13,02/13,7,33,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,37175,ST
.1~837,837,02,19,02/19,8,39,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,25707,ST
.1~859,859,02,20,02/20,8,40,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,23743,ST
.1~23,23,01,02,01/02,1,2,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,0,ST
.1~1,1,01,01,01/01,1,1,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,0,ST
.1~265,265,01,13,01/13,3,13,02,AA-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,28006,ST
.1~467,467,02,02,02/02,5,22,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,30000,ST
.1~863,863,02,20,02/20,8,40,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,27743,ST
.1~621,621,02,09,02/09,6,29,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,29532,ST
.1~687,687,02,12,02/12,7,32,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,29532,ST
.1~203,203,01,10,01/10,2,10,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,0,ST
.1~401,401,01,19,01/19,4,19,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,30000,ST
.1~269,269,01,13,01/13,3,13,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,0,ST
.1~27,27,01,02,01/02,1,2,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,0,ST
.1~357,357,01,17,01/17,4,17,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,8330,ST
.1~93,93,01,05,01/05,1,5,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,0,ST
.1~929,929,03,03,03/03,9,43,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,27743,ST
.1~753,753,02,15,02/15,7,35,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,29532,ST
.1~841,841,02,19,02/19,8,39,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,28989,ST
.1~511,511,02,04,02/04,5,24,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,30000,ST
.1~709,709,02,13,02/13,7,33,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,29532,ST
.1~599,599,02,08,02/08,6,28,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,29532,ST
.1~225,225,01,11,01/11,3,11,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,0,ST
.1~247,247,01,12,01/12,3,12,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,0,ST
.1~115,115,01,06,01/06,2,6,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,0,ST
.1~489,489,02,03,02/03,5,23,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,30000,ST
.1~5,5,01,01,01/01,1,1,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,0,ST
.1~379,379,01,18,01/18,4,18,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,30000,ST
.1~731,731,02,14,02/14,7,34,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,29532,ST
.1~885,885,03,01,03/01,9,41,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,27743,ST
.1~159,159,01,08,01/08,2,8,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,0,ST
.1~643,643,02,10,02/10,6,30,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,29532,ST
.1~423,423,01,20,01/20,4,20,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,30000,ST
.1~313,313,01,15,01/15,3,15,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,0,ST
.1~797,797,02,17,02/17,8,37,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,29532,ST
.1~555,555,02,06,02/06,6,26,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,29532,ST
.1~71,71,01,04,01/04,1,4,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,0,ST
.1~819,819,02,18,02/18,8,38,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,28989,ST
.1~665,665,02,11,02/11,7,31,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,29532,ST
.1~49,49,01,03,01/03,1,3,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,0,ST
.1~335,335,01,16,01/16,4,16,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,0,ST
.1~577,577,02,07,02/07,6,27,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,29532,ST
.1~181,181,01,09,01/09,2,9,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,0,ST
.1~533,533,02,05,02/05,5,25,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,30000,ST
.1~291,291,01,14,01/14,3,14,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,0,ST
.1~137,137,01,07,01/07,2,7,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,0,ST
.1~775,775,02,16,02/16,8,36,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,29532,ST
.1~907,907,03,02,03/02,9,42,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,27743,ST
.1~445,445,02,01,02/01,5,21,02,AA-F05,500g Original Muesli,Finished Product,F05,500g,Original Muesli,30000,ST
.1~158,158,01,08,01/08,2,8,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,0,ST
.1~422,422,01,20,01/20,4,20,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,28198,ST
.1~312,312,01,15,01/15,3,15,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,0,ST
.1~796,796,02,17,02/17,8,37,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,23923,ST
.1~554,554,02,06,02/06,6,26,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,23010,ST
.1~730,730,02,14,02/14,7,34,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,16450,ST
.1~928,928,03,03,03/03,9,43,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,20384,ST
.1~4,4,01,01,01/01,1,1,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,0,ST
.1~488,488,02,03,02/03,5,23,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,27380,ST
.1~246,246,01,12,01/12,3,12,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,0,ST
.1~444,444,02,01,02/01,5,21,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,28198,ST
.1~664,664,02,11,02/11,7,31,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,16450,ST
.1~48,48,01,03,01/03,1,3,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,0,ST
.1~224,224,01,11,01/11,3,11,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,0,ST
.1~180,180,01,09,01/09,2,9,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,0,ST
.1~752,752,02,15,02/15,7,35,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,15356,ST
.1~290,290,01,14,01/14,3,14,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,0,ST
.1~906,906,03,02,03/02,9,42,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,21172,ST
.1~774,774,02,16,02/16,8,36,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,26926,ST
.1~532,532,02,05,02/05,5,25,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,23895,ST
.1~26,26,01,02,01/02,1,2,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,0,ST
.1~686,686,02,12,02/12,7,32,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,16450,ST
.1~268,268,01,13,01/13,3,13,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,0,ST
.1~510,510,02,04,02/04,5,24,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,26035,ST
.1~466,466,02,02,02/02,5,22,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,27779,ST
.1~708,708,02,13,02/13,7,33,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,16450,ST
.1~202,202,01,10,01/10,2,10,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,0,ST
.1~598,598,02,08,02/08,6,28,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,19272,ST
.1~840,840,02,19,02/19,8,39,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,22484,ST
.1~356,356,01,17,01/17,4,17,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,29553,ST
.1~334,334,01,16,01/16,4,16,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,17497,ST
.1~818,818,02,18,02/18,8,38,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,23218,ST
.1~576,576,02,07,02/07,6,27,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,20945,ST
.1~620,620,02,09,02/09,6,29,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,17651,ST
.1~862,862,02,20,02/20,8,40,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,22484,ST
.1~70,70,01,04,01/04,1,4,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,0,ST
.1~92,92,01,05,01/05,1,5,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,0,ST
.1~642,642,02,10,02/10,6,30,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,16450,ST
.1~114,114,01,06,01/06,2,6,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,0,ST
.1~400,400,01,19,01/19,4,19,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,28198,ST
.1~378,378,01,18,01/18,4,18,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,28198,ST
.1~884,884,03,01,03/01,9,41,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,21172,ST
.1~136,136,01,07,01/07,2,7,02,AA-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,0,ST
.1~311,311,01,15,01/15,3,15,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,0,ST
.1~729,729,02,14,02/14,7,34,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,14771,ST
.1~157,157,01,08,01/08,2,8,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,0,ST
.1~113,113,01,06,01/06,2,6,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,0,ST
.1~245,245,01,12,01/12,3,12,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,0,ST
.1~223,223,01,11,01/11,3,11,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,0,ST
.1~795,795,02,17,02/17,8,37,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,3177,ST
.1~773,773,02,16,02/16,8,36,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,7046,ST
.1~619,619,02,09,02/09,6,29,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,0,ST
